Fund Holdings as of,"26/Feb/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"BMW3","BMW PREF AG","Consumer Discretionary","Equity","2,575,347.50","0.05","2,575,347.50","29,018.00","88.75","Germany","Xetra","EUR"
"LEG","LEG IMMOBILIEN N","Real Estate","Equity","2,565,038.25","0.05","2,565,038.25","36,513.00","70.25","Germany","Xetra","EUR"
"AMUN","AMUNDI SA","Financials","Equity","2,521,039.40","0.05","2,521,039.40","30,971.00","81.40","France","Nyse Euronext - Euronext Paris","EUR"
"DCC","DCC PLC","Industrials","Equity","2,482,330.37","0.05","2,482,330.37","41,722.00","59.50","United Kingdom","London Stock Exchange","GBP"
"GJF","GJENSIDIGE FORSIKRING","Financials","Equity","2,478,274.89","0.05","2,478,274.89","103,830.00","23.87","Norway","Oslo Bors Asa","NOK"
"AUTO","AUTOTRADER GROUP PLC","Communication","Equity","2,412,834.39","0.05","2,412,834.39","433,761.00","5.56","United Kingdom","London Stock Exchange","GBP"
"EMSN","EMS-CHEMIE HOLDING AG","Materials","Equity","2,394,458.98","0.04","2,394,458.98","3,478.00","688.46","Switzerland","SIX Swiss Exchange","CHF"
"HAG","HENSOLDT AG","Industrials","Equity","2,387,647.50","0.04","2,387,647.50","31,150.00","76.65","Germany","Xetra","EUR"
"EDEN","EDENRED","Financials","Equity","2,386,747.65","0.04","2,386,747.65","121,835.00","19.59","France","Nyse Euronext - Euronext Paris","EUR"
"P911","DR ING HC F PORSCHE PRF AG","Consumer Discretionary","Equity","2,348,894.32","0.04","2,348,894.32","56,764.00","41.38","Germany","Xetra","EUR"
"IMCD","IMCD NV","Industrials","Equity","2,340,468.54","0.04","2,340,468.54","29,529.00","79.26","Netherlands","Euronext Amsterdam","EUR"
"ICSEAGD","BLK ICS EUR LIQ FUND AGEN ACC T0","Cash and/or Derivatives","Money Market","2,299,255.34","0.04","2,299,255.34","21,203.00","108.44","Ireland","-","EUR"
"ZAL","ZALANDO","Consumer Discretionary","Equity","2,252,773.44","0.04","2,252,773.44","109,146.00","20.64","Germany","Xetra","EUR"
"BALD B","FASTIGHETS BALDER CLASS B","Real Estate","Equity","2,233,017.81","0.04","2,233,017.81","353,589.00","6.32","Sweden","Nasdaq Omx Nordic","SEK"
"BKW","BKW N AG","Utilities","Equity","2,061,182.58","0.04","2,061,182.58","12,714.00","162.12","Switzerland","SIX Swiss Exchange","CHF"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Equity","2,054,883.14","0.04","2,054,883.14","37,394.00","54.95","Sweden","Nasdaq Omx Nordic","SEK"
"BIM","BIOMERIEUX SA","Health Care","Equity","2,053,223.60","0.04","2,053,223.60","21,299.00","96.40","France","Nyse Euronext - Euronext Paris","EUR"
"EDPR","EDP RENOVAVEIS SA","Utilities","Equity","2,047,080.60","0.04","2,047,080.60","155,790.00","13.14","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"LOTB","LOTUS BAKERIES NV","Consumer Staples","Equity","2,043,600.00","0.04","2,043,600.00","195.00","10,480.00","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"ENT","ENTAIN PLC","Consumer Discretionary","Equity","2,035,737.97","0.04","2,035,737.97","300,662.00","6.77","United Kingdom","London Stock Exchange","GBP"
