Fund Holdings as of,"26/Feb/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"AMH","AMERICAN HOMES RENT REIT CLASS A","Real Estate","Equity","3,592,590.20","0.02","3,592,590.20","118,372.00","30.35","United States","New York Stock Exchange Inc.","USD"
"DT","DYNATRACE INC","Information Technology","Equity","3,592,615.90","0.02","3,592,615.90","98,834.00","36.35","United States","New York Stock Exchange Inc.","USD"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","3,556,383.40","0.02","3,556,383.40","148,492.00","23.95","United States","NASDAQ","USD"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","3,512,731.16","0.02","3,512,731.16","172,531.00","20.36","United States","New York Stock Exchange Inc.","USD"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","3,425,244.03","0.02","3,425,244.03","42,939.00","79.77","United States","New York Stock Exchange Inc.","USD"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","3,397,529.94","0.02","3,397,529.94","85,002.00","39.97","United States","NASDAQ","USD"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Equity","3,356,819.55","0.02","3,356,819.55","25,173.00","133.35","United States","New York Stock Exchange Inc.","USD"
"WTRG","ESSENTIAL UTILITIES INC","Utilities","Equity","3,238,370.46","0.02","3,238,370.46","81,407.00","39.78","United States","New York Stock Exchange Inc.","USD"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","3,182,031.90","0.02","3,182,031.90","27,330.00","116.43","United States","NASDAQ","USD"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","3,032,922.88","0.02","3,032,922.88","55,024.00","55.12","United States","New York Stock Exchange Inc.","USD"
"CNH","CNH INDUSTRIAL N.V. NV","Industrials","Equity","3,024,122.85","0.02","3,024,122.85","248,899.00","12.15","United States","New York Stock Exchange Inc.","USD"
"NWSA","NEWS CORP CLASS A","Communication","Equity","3,009,770.24","0.02","3,009,770.24","123,757.00","24.32","United States","NASDAQ","USD"
"DOCU","DOCUSIGN INC","Information Technology","Equity","2,941,944.84","0.02","2,941,944.84","64,347.00","45.72","United States","NASDAQ","USD"
"BXP","BXP INC","Real Estate","Equity","2,918,726.55","0.02","2,918,726.55","47,715.00","61.17","United States","New York Stock Exchange Inc.","USD"
"H","HYATT HOTELS CORP CLASS A","Consumer Discretionary","Equity","2,690,565.15","0.01","2,690,565.15","15,715.00","171.21","United States","New York Stock Exchange Inc.","USD"
"Z","ZILLOW GROUP INC CLASS C","Real Estate","Equity","2,684,567.55","0.01","2,684,567.55","57,547.00","46.65","United States","NASDAQ","USD"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","2,630,994.46","0.01","2,630,994.46","106,003.00","24.82","United States","New York Stock Exchange Inc.","USD"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Equity","2,604,509.10","0.01","2,604,509.10","9,693.00","268.70","United States","NASDAQ","USD"
"OKLO","OKLO INC CLASS A","Utilities","Equity","2,564,500.03","0.01","2,564,500.03","37,129.00","69.07","United States","New York Stock Exchange Inc.","USD"
"FOX","FOX CORP CLASS B","Communication","Equity","2,449,988.64","0.01","2,449,988.64","47,088.00","52.03","United States","NASDAQ","USD"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","2,371,582.08","0.01","2,371,582.08","56,574.00","41.92","United States","New York Stock Exchange Inc.","USD"
"PAYC","PAYCOM SOFTWARE INC","Industrials","Equity","2,111,813.09","0.01","2,111,813.09","16,271.00","129.79","United States","New York Stock Exchange Inc.","USD"
"BSY","BENTLEY SYSTEMS INC CLASS B","Information Technology","Equity","2,020,087.52","0.01","2,020,087.52","54,538.00","37.04","United States","NASDAQ","USD"
"SNAP","SNAP INC CLASS A","Communication","Equity","1,956,020.42","0.01","1,956,020.42","371,867.00","5.26","United States","New York Stock Exchange Inc.","USD"
"BFB","BROWN FORMAN CORP CLASS B","Consumer Staples","Equity","1,779,857.60","0.01","1,779,857.60","62,495.00","28.48","United States","New York Stock Exchange Inc.","USD"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","1,683,813.09","0.01","1,683,813.09","1,427,142.00","117.98","European Union","-","EUR"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","658,547.04","0.00","658,547.04","487,361.00","135.12","United Kingdom","-","GBP"
"ESH6","S&P500 EMINI MAR 26","Cash and/or Derivatives","Futures","0.00","0.00","59,858,000.00","173.00","6,920.00","-","Index And Options Market","USD"
 
